,종목코드,종목명,시간,종가,대비,시가,고가,저가,매도호가,매수호가,거래량,거래대금,예상체결가 구분 플래그,예상체결가,예상체결가 전일대비,예상체결수량
1763,A019990,에너토크,1558,8870,-190,9080,9250,8810,8880,8870,96174,859087,50,8870,-190.0,3335
1764,A020180,대신정보통신,1558,2255,-120,2370,2385,2255,2270,2255,2418308,5541749,50,2255,-120.0,44885
1765,A020400,대동금속,1540,11300,-900,12200,12200,11200,11450,11300,104435,1209740,50,11300,-900.0,1795
1766,A020710,시공테크,1559,6720,-160,6880,7000,6700,6730,6720,90319,612966,50,6720,-160.0,835
1767,A021040,대호특수강,1552,941,-18,959,975,936,943,941,1159623,1104492,50,941,-18.0,11331
1768,A021045,대호특수강우,1530,1590,-20,1580,1620,1580,1600,1590,14270,22603,50,1590,-20.0,501
1769,A021080,에이티넘인베스트,1559,4510,-80,4635,4770,4450,4515,4510,836088,3883659,50,4510,-80.0,14749
1770,A021320,KCC건설,1542,11200,-100,11300,11550,11150,11200,11150,77913,881023,50,11200,-100.0,777
1771,A021650,한국큐빅,1559,4650,-110,4760,4840,4635,4650,4640,131065,616260,50,4650,-110.0,1664
1772,A021880,메이슨캐피탈,1530,497,-8,502,511,494,503,497,358769,178982,50,497,-8.0,15066
1773,A022100,포스코 ICT,1554,6960,-30,6960,7090,6930,6960,6950,326296,2280743,50,6960,-30.0,5642
1774,A022220,정산애강,1556,2365,0,2395,2410,2335,2365,2360,418300,985818,50,2365,0.0,13298
1775,A023160,태광,1556,11800,250,11600,12100,11600,11800,11750,171636,2037998,50,11800,250.0,3391
1776,A023410,유진기업,1555,4990,5,5010,5060,4950,4990,4985,253831,1262770,50,4990,5.0,4047
1777,A023440,제일제강,1540,2900,80,2810,2930,2810,2900,2895,292366,840038,50,2900,80.0,7348
1778,A023460,CNH,1554,3575,-15,3590,3645,3575,3580,3575,73361,263798,50,3575,-15.0,3730
1779,A023600,삼보판지,1549,13900,-150,13950,14150,13850,13950,13900,44853,626187,50,13900,-150.0,1620
1780,A023760,한국캐피탈,1542,897,3,894,902,890,898,897,308764,276621,50,897,3.0,4767
1781,A023770,플레이위드,1530,10050,130,9920,10200,9870,10050,9970,34375,343502,50,10050,130.0,3510
1782,A023790,동일철강,1530,8360,-40,8370,8880,8300,8420,8350,71467,609930,50,8360,-40.0,1315
1783,A023900,풍국주정,1530,17450,-100,17600,17800,17400,17500,17450,13912,243914,50,17450,-100.0,316
1784,A023910,대한약품,1530,30500,-600,31100,31400,30400,30600,30500,26532,813219,50,30500,-600.0,620
1785,A024060,흥구석유,1559,7420,110,7340,7500,7300,7430,7420,325008,2407132,50,7420,110.0,7418
1786,A024120,KB오토시스,1530,6840,-30,6800,7000,6790,6840,6810,28019,191612,50,6840,-30.0,246
1787,A024740,한일단조,1557,3770,-5,3755,3900,3690,3780,3770,1022456,3860206,50,3770,-5.0,24812
1788,A024800,유성티엔에스,1552,3225,-5,3200,3265,3190,3225,3220,36544,117547,50,3225,-5.0,572
1789,A024810,이화전기,1556,1965,35,1930,2120,1915,1970,1965,4275868,8621012,50,1965,35.0,47474
1790,A024830,세원물산,0,6280,0,0,0,0,0,0,0,0,50,0,,0
1791,A024840,KBI메탈,1555,2160,-25,2180,2240,2155,2165,2160,256268,559506,50,2160,-25.0,7712
1792,A024850,피에스엠씨,1530,1705,-80,1785,1845,1695,1710,1705,386974,680059,50,1705,-80.0,11821
1793,A024880,케이피에프,1548,4530,45,4430,4650,4430,4535,4530,35351,160209,50,4530,45.0,2044
1794,A024910,경창산업,1551,3955,-25,3960,4055,3885,3955,3950,706027,2797719,50,3955,-25.0,18884
1795,A024940,PN풍년,1554,6060,-50,6110,6230,5930,6060,6050,146693,887694,50,6060,-50.0,3627
1796,A024950,삼천리자전거,1556,9900,-70,9960,10050,9880,9910,9900,51037,507389,50,9900,-70.0,1259
1797,A025320,시노펙스,1557,3100,-20,3130,3200,3100,3110,3100,548585,1721744,50,3100,-20.0,66864
1798,A025440,대성엘텍,1557,1010,-20,1030,1040,1010,1015,1010,524435,535982,50,1010,-20.0,18057
1799,A025550,한국선재,1559,10450,-750,11150,11550,10300,10450,10400,2355051,25436385,50,10450,-750.0,34966
1800,A025770,한국정보통신,1530,8710,-70,8840,8890,8710,8780,8710,21593,189046,50,8710,-70.0,996
1801,A025870,신라에스지,1556,14400,50,14300,14550,14150,14450,14400,22163,319427,50,14400,50.0,100
1802,A025880,케이씨피드,1530,3035,-40,3035,3075,3030,3050,3035,71971,219083,50,3035,-40.0,2285
1803,A025900,동화기업,1551,79700,2200,78500,81700,77600,79800,79700,229593,18375975,50,79700,2200.0,2734
1804,A025950,동신건설,1558,46000,3950,42050,46250,42050,46000,45950,207843,9242119,50,46000,3950.0,2882
1805,A025980,아난티,1559,11850,1500,10350,12200,10200,11900,11850,27436911,318589067,50,11850,1500.0,474629
1806,A026040,제이에스티나,1555,3390,135,3190,3500,3035,3390,3385,713516,2339914,50,3390,135.0,7043
1807,A026150,특수건설,1558,11400,150,11300,11700,10950,11450,11400,332131,3775362,50,11400,150.0,6252
1808,A026910,광진실업,1530,5880,-80,5880,5960,5860,5910,5880,39882,235614,50,5880,-80.0,359
1809,A027040,서울전자통신,1556,790,2,785,796,776,790,788,111513,87496,50,790,2.0,869
1810,A027050,코리아나,1546,4390,-20,4400,4485,4365,4400,4390,175275,774043,50,4390,-20.0,4237
1811,A027360,아주IB투자,1559,5060,20,5050,5160,5020,5060,5050,299842,1522995,50,5060,20.0,2338
1812,A027580,상보,1553,2330,-55,2390,2405,2300,2330,2325,831571,1950335,50,2330,-55.0,11265
1813,A027710,팜스토리,1559,1990,30,1970,2035,1930,1995,1990,1876100,3733503,50,1990,30.0,12220
1814,A027830,대성창투,1555,3310,35,3260,3585,3260,3315,3310,1638756,5634203,50,3310,35.0,11946
1815,A028080,휴맥스홀딩스,1559,7400,-200,7590,7790,7370,7400,7390,210986,1589585,50,7400,-200.0,5508
1816,A028300,에이치엘비,1559,60300,-2400,62800,63200,58100,60400,60300,2322278,140283441,50,60300,-2400.0,39256
1817,A029480,릭스솔루션,1552,489,5,482,495,477,490,489,718775,349549,50,489,5.0,1619
1818,A029960,코엔텍,1546,8980,70,8920,9000,8910,8980,8970,148910,1331853,50,8980,70.0,9756
1819,A030190,NICE평가정보,1544,21650,150,21800,21850,21350,21650,21600,126490,2723846,50,21650,150.0,4449
1820,A030350,드래곤플라이,1540,2565,70,2505,2630,2505,2570,2565,680688,1761953,50,2565,70.0,9174
1821,A030520,한글과컴퓨터,1558,22700,-550,23300,23450,22600,22700,22650,151892,3476816,50,22700,-550.0,2877
1822,A030530,원익홀딩스,1558,5640,0,5640,5740,5620,5640,5630,225282,1279641,50,5640,0.0,4547
1823,A030960,양지사,1547,11400,150,11150,12250,11150,11400,11350,143903,1663555,50,11400,150.0,2204
1824,A031310,아이즈비전,1540,4230,40,4170,4270,4170,4230,4225,95298,401437,50,4230,40.0,3550
1825,A031330,에스에이엠티,1559,5140,220,4950,5260,4920,5150,5140,3242560,16734147,50,5140,220.0,53944
1826,A031390,녹십자셀,1559,37700,-150,37550,38400,37500,37750,37700,20311,768729,50,37700,-150.0,1244
1827,A031510,오스템,1545,3025,60,2965,3030,2955,3030,3025,135366,405022,50,3025,60.0,6662
1828,A031860,엔에스엔,1530,1160,5,1160,1170,1155,1170,1160,160123,186015,50,1160,5.0,3086
1829,A031980,피에스케이홀딩스,1547,11500,-150,11650,11800,11400,11500,11450,25667,296935,50,11500,-150.0,1192
1830,A032080,아즈텍WB,1559,6060,-300,6360,6430,6060,6070,6060,1794116,11152872,50,6060,-300.0,58213
1831,A032190,다우데이타,1530,13750,50,13650,13900,13600,13750,13700,82093,1126095,50,13750,50.0,3473
1832,A032280,삼일,1559,7790,-360,8050,8320,7650,7790,7780,1833285,14545379,50,7790,-360.0,21450
1833,A032300,한국파마,1559,67800,-11700,79300,79700,65900,67800,67700,1591745,113966898,50,67800,-11700.0,56459
1834,A032500,케이엠더블유,1555,40900,450,40500,41500,40500,40950,40900,261720,10743016,50,40900,450.0,11422
1835,A032540,TJ미디어,1556,5180,-50,5190,5350,5180,5190,5180,99764,521502,50,5180,-50.0,2963
1836,A032580,피델릭스,1555,1380,30,1330,1390,1330,1380,1375,203593,276466,50,1380,30.0,3754
1837,A032620,유비케어,1559,8150,140,8100,8290,8050,8160,8150,282323,2301284,50,8150,140.0,7334
1838,A032680,소프트센,1552,2545,45,2520,2635,2520,2550,2545,2227596,5730605,50,2545,45.0,20022
1839,A032685,소프트센우,1530,33500,600,33300,33800,33300,33600,33500,391,13073,50,33500,600.0,12
1840,A032750,삼진,1540,10600,-50,10650,10800,10450,10650,10600,18894,200133,50,10600,-50.0,1039
1841,A032790,엠젠플러스,0,4075,0,0,0,0,0,0,0,0,50,0,,0
1842,A032800,판타지오,1559,107,2,105,109,104,107,106,11048932,1178563,50,107,2.0,55370
1843,A032820,우리기술,1558,2175,-60,2250,2260,2170,2180,2175,2480846,5468530,50,2175,-60.0,46987
1844,A032850,비트컴퓨터,1559,10400,300,10300,10900,10200,10400,10350,1694716,17922522,50,10400,300.0,22892
1845,A032860,휴먼엔,1554,4525,-235,4700,4750,4460,4525,4520,234291,1064439,50,4525,-235.0,2326
1846,A032940,원익,1530,4955,-85,4975,5020,4950,4960,4955,59998,298155,50,4955,-85.0,2246
1847,A032960,동일기연,1540,15000,200,14700,15200,14600,15000,14900,61709,917181,50,15000,200.0,1028
1848,A032980,바이온,1558,1475,60,1415,1485,1410,1475,1470,564585,818960,50,1475,60.0,10857
1849,A033050,제이엠아이,1550,1540,-95,1620,1680,1520,1540,1535,1150379,1822733,50,1540,-95.0,7131
1850,A033100,제룡전기,1557,6300,260,6010,6340,5910,6310,6300,448234,2775258,50,6300,260.0,8446
1851,A033110,코너스톤네트웍스,0,204,0,0,0,0,0,0,0,0,50,0,,0
1852,A033130,디지틀조선,1530,3165,-40,3195,3290,3150,3165,3160,251202,805759,50,3165,-40.0,15810
1853,A033160,엠케이전자,1559,23400,1000,22600,24150,22300,23400,23350,935797,21839111,50,23400,1000.0,8047
1854,A033170,시그네틱스,1543,1635,15,1660,1705,1620,1640,1635,978215,1625349,50,1635,15.0,12169
1855,A033200,모아텍,1530,7950,-60,8000,8080,7950,8000,7950,19855,158996,50,7950,-60.0,911
1856,A033230,인성정보,1559,3630,380,3325,3790,3320,3635,3630,42524318,154486900,50,3630,380.0,285839
1857,A033290,코웰패션,1559,7930,-100,8100,8160,7840,7940,7930,806386,6445539,50,7930,-100.0,11257
1858,A033310,엠투엔,1545,13450,-250,13300,13850,13250,13500,13450,172273,2317097,50,13450,-250.0,2018
1859,A033320,제이씨현시스템,1556,6670,20,6680,6990,6610,6680,6670,77151,515040,50,6670,20.0,856
1860,A033340,좋은사람들,0,1055,0,0,0,0,0,0,0,0,50,0,,0
1861,A033500,동성화인텍,1556,11350,100,11400,11650,11300,11400,11350,182636,2097978,50,11350,100.0,2415
1862,A033540,파라텍,1542,2830,15,2780,2890,2780,2835,2830,193884,547967,50,2830,15.0,4696
1863,A033560,블루콤,1550,9350,-90,9490,9620,9280,9350,9340,43862,412469,50,9350,-90.0,1456
1864,A033640,네패스,1555,35200,-100,35500,35900,35050,35200,35150,143034,5049745,50,35200,-100.0,1772
1865,A033790,스카이문스테크놀,0,829,0,0,0,0,0,0,0,0,50,0,,0
1866,A033830,티비씨,1559,2275,85,2240,2285,2170,2280,2275,3749094,8394397,50,2275,85.0,135227
1867,A034230,파라다이스,1559,17100,-350,17600,17700,17000,17150,17100,877541,15156071,50,17100,-350.0,14551
1868,A034810,해성산업,1542,15150,-300,15500,15600,15150,15200,15150,75964,1164240,50,15150,-300.0,4068
1869,A034940,조아제약,1553,4255,205,4050,4355,4050,4265,4255,1885932,7992253,50,4255,205.0,27385
1870,A034950,한국기업평가,1530,83400,-100,83500,84500,83100,83600,83400,2496,208478,50,83400,-100.0,6
1871,A035080,인터파크,1558,7450,0,7550,7860,7450,7460,7450,4998960,38387261,50,7450,0.0,70837
1872,A035200,프럼파스트,1546,8050,-80,7920,8070,7660,8050,8040,865524,6963268,50,8050,-80.0,20815
1873,A035290,골드앤에스,0,1305,0,0,0,0,0,0,0,0,50,0,,0
1874,A035460,기산텔레콤,1559,3300,-30,3315,3375,3265,3335,3300,155802,518567,50,3300,-30.0,1773
1875,A035600,KG이니시스,1540,18050,50,18050,18400,18000,18100,18050,125234,2271927,50,18050,50.0,5988
1876,A035610,솔본,1559,5880,0,5900,6010,5860,5890,5880,273277,1619014,50,5880,0.0,2886
1877,A035620,바른손이앤에이,1550,1360,50,1310,1380,1300,1360,1355,1282560,1734294,50,1360,50.0,7409
1878,A035760,CJ ENM,1558,152200,-3700,156400,156800,152100,152200,152100,123890,19026725,50,152200,-3700.0,6077
1879,A035810,이지홀딩스,1556,4620,5,4625,4710,4620,4630,4620,161460,752150,50,4620,5.0,6652
1880,A035890,서희건설,1552,1980,5,1980,1995,1965,1980,1975,651618,1288489,50,1980,5.0,7757
1881,A035900,JYP Ent.,1558,39350,-400,39950,39950,39300,39400,39350,208300,8220769,50,39350,-400.0,10697
1882,A036000,예림당,1540,2970,-45,3015,3050,2950,2970,2960,55345,165196,50,2970,-45.0,677
1883,A036010,아비코전자,1559,9540,-30,9600,9760,9380,9540,9530,160880,1529565,50,9540,-30.0,3062
1884,A036030,케이티알파,1555,7680,50,7610,7800,7600,7690,7680,69923,538811,50,7680,50.0,2158
1885,A036090,위지트,1540,1200,-5,1205,1220,1195,1200,1195,339807,409012,50,1200,-5.0,7831
1886,A036120,SCI평가정보,1547,3265,-35,3280,3320,3230,3270,3265,201966,660887,50,3265,-35.0,3354
1887,A036170,클라우드에어,1559,1865,-165,2000,2150,1865,1865,1860,12730069,25926889,50,1865,-165.0,321253
1888,A036180,지더블유바이텍,1530,2550,-70,2615,2640,2550,2590,2550,113534,294875,50,2550,-70.0,5750
1889,A036190,금화피에스시,1556,31900,-550,32450,32650,31850,31900,31850,5122,164593,50,31900,-550.0,215
1890,A036200,유니셈,1558,13500,150,13450,13650,13150,13550,13500,205829,2760200,50,13500,150.0,2304
1891,A036480,대성미생물,1530,16950,-300,17050,17200,16750,16950,16900,13910,235978,50,16950,-300.0,182
1892,A036490,SK머티리얼즈,1555,414900,-1900,417600,421100,412000,414900,414800,17834,7405661,50,414900,-1900.0,239
1893,A036540,SFA반도체,1559,6670,-70,6850,6940,6660,6670,6660,791989,5325603,50,6670,-70.0,16670
1894,A036560,영풍정밀,1555,10650,-150,10900,10950,10650,10700,10650,139016,1493185,50,10650,-150.0,1886
1895,A036620,감성코퍼레이션,1530,1680,5,1675,1705,1660,1685,1680,283119,474246,50,1680,5.0,5026
1896,A036630,세종텔레콤,1557,600,-8,608,627,599,600,599,5104063,3114509,50,600,-8.0,72431
1897,A036640,HRS,1557,7550,210,7310,7670,7250,7560,7550,1608151,12023520,50,7550,210.0,38841
1898,A036670,KCI,1530,8970,-50,9020,9110,8970,9010,8970,13075,118079,50,8970,-50.0,603
1899,A036690,코맥스,1551,6250,0,6270,6350,6190,6250,6240,154713,967634,50,6250,0.0,1775
1900,A036710,심텍홀딩스,1554,3010,55,2975,3065,2970,3010,3005,179284,540163,50,3010,55.0,3676
1901,A036800,나이스정보통신,1530,33600,100,33550,34350,33300,33700,33600,38017,1285406,50,33600,100.0,117
1902,A036810,에프에스티,1558,28400,800,27900,28650,27600,28400,28350,399558,11284352,50,28400,800.0,5337
1903,A036830,솔브레인홀딩스,1556,40150,2500,37600,42300,37600,40150,40100,885193,35895068,50,40150,2500.0,9186
1904,A036890,진성티이씨,1559,11650,-350,12100,12200,11600,11650,11600,253610,3000121,50,11650,-350.0,13961
1905,A036930,주성엔지니어링,1541,12300,-350,12750,12800,12200,12350,12300,790235,9810524,50,12300,-350.0,15115
1906,A037030,파워넷,1557,4615,-70,4660,4725,4525,4620,4615,78639,365475,50,4615,-70.0,4269
1907,A037070,파세코,1556,19300,150,19150,19300,19100,19300,19250,51701,992546,50,19300,150.0,11131
1908,A037230,한국팩키지,1547,4885,-15,4905,5040,4885,4910,4885,48028,237034,50,4885,-15.0,934
1909,A037330,인지디스플레,1546,3190,80,3120,3300,3120,3190,3185,342742,1102494,50,3190,80.0,11969
1910,A037350,성도이엔지,1530,5780,-10,5750,5800,5700,5780,5770,49958,287202,50,5780,-10.0,1027
1911,A037370,EG,1559,16600,1900,14600,16950,14500,16600,16550,824538,13139011,50,16600,1900.0,8651
1912,A037400,우리조명,1543,3120,90,3005,3155,3005,3120,3115,180211,557682,50,3120,90.0,1333
1913,A037440,희림,1543,6650,-160,6820,6880,6590,6660,6650,206711,1389438,50,6650,-160.0,2804
1914,A037460,삼지전자,1540,12800,50,12800,12950,12750,12850,12800,64922,834568,50,12800,50.0,685
1915,A037760,쎄니트,1545,2025,-20,2035,2065,2015,2025,2020,84722,172646,50,2025,-20.0,2248
1916,A037950,엘컴텍,1548,1335,5,1325,1340,1310,1340,1335,182014,241769,50,1335,5.0,11781
1917,A038010,제일테크노스,1540,6170,-300,6350,6450,6160,6170,6160,105851,666336,50,6170,-300.0,2942
1918,A038060,루멘스,1556,1050,-45,1100,1105,1040,1055,1050,477962,507462,50,1050,-45.0,8519
1919,A038070,서린바이오,1559,31900,-150,32800,33200,31900,31900,31850,379551,12324605,50,31900,-150.0,12331
1920,A038110,에코플라스틱,1559,4400,290,4215,4815,4215,4400,4395,37434482,170967599,50,4400,290.0,212291
1921,A038290,마크로젠,1549,31400,-150,31600,31900,31400,31500,31400,61985,1958652,50,31400,-150.0,2592
1922,A038340,UCI,0,445,0,0,0,0,0,0,0,0,50,0,,0
1923,A038390,레드캡투어,1556,26900,-600,28000,28000,26600,26950,26900,34883,948705,50,26900,-600.0,613
1924,A038460,바이오스마트,1559,5890,-40,5950,6080,5860,5890,5880,96159,572635,50,5890,-40.0,1669
1925,A038500,삼표시멘트,1530,5150,0,5140,5230,5080,5150,5140,239115,1229144,50,5150,0.0,6967
1926,A038530,골드퍼시픽,1559,2170,-225,2405,2475,2115,2175,2170,22618184,52074573,50,2170,-225.0,348004
1927,A038540,상상인,1554,8750,260,8540,8760,8490,8750,8740,511549,4431397,50,8750,260.0,10078
1928,A038620,위즈코프,1549,2515,-85,2610,2690,2500,2520,2515,1403310,3614300,50,2515,-85.0,28323
1929,A038680,에스넷,1558,7080,10,7090,7220,6960,7080,7070,144155,1015956,50,7080,10.0,3003
1930,A038870,에코바이오,1547,8880,-80,8970,9120,8810,8890,8880,86376,772494,50,8880,-80.0,1657
1931,A038880,아이에이,1551,1050,0,1070,1080,1035,1050,1045,2160487,2282279,50,1050,0.0,21508
1932,A038950,파인디지털,1556,6210,-50,6210,6290,6200,6240,6210,27327,170435,50,6210,-50.0,288
1933,A039010,현대에이치티,1530,9480,130,9350,9480,9340,9480,9430,19184,179765,50,9480,130.0,1000
1934,A039020,이건홀딩스,1556,5330,-100,5410,5440,5130,5340,5330,191937,1023026,50,5330,-100.0,4801
1935,A039030,이오테크닉스,1559,115500,-1100,117200,117900,114800,115500,115400,46232,5358621,50,115500,-1100.0,1097
1936,A039200,오스코텍,1558,34700,-1150,35850,36000,34300,34750,34700,323812,11310003,50,34700,-1150.0,5530
1937,A039230,에이아이비트,1559,174,-369,164,192,164,175,174,25041643,4308013,50,174,-369.0,960231
1938,A039240,경남스틸,1556,10250,100,10200,10300,9830,10250,10200,1419463,14272632,50,10250,100.0,27847
1939,A039290,인포뱅크,1555,11250,250,11250,11600,11100,11250,11200,110858,1253438,50,11250,250.0,3883
1940,A039310,세중,1548,4055,-35,4085,4135,4030,4055,4050,52007,211874,50,4055,-35.0,1036
1941,A039340,한국경제TV,1542,7340,0,7340,7370,7280,7340,7330,17475,128034,50,7340,0.0,331
1942,A039420,케이엘넷,1545,4055,-25,4100,4210,4020,4060,4055,265249,1085237,50,4055,-25.0,8431
1943,A039440,에스티아이,1556,16300,-450,16700,16950,16250,16300,16250,86763,1428213,50,16300,-450.0,1059
1944,A039560,다산네트웍스,1553,8050,-40,8130,8180,8040,8060,8050,106353,859600,50,8050,-40.0,3182
1945,A039610,화성밸브,1557,6450,240,6080,6680,6080,6460,6450,135328,863295,50,6450,240.0,1602
1946,A039670,스포츠서울,0,7360,0,0,0,0,0,0,0,0,50,0,,0
1947,A039740,한국정보공학,1540,6100,20,6070,6180,5930,6100,6090,55594,337166,50,6100,20.0,1161
1948,A039830,오로라,1552,10350,-100,10400,10900,10350,10400,10350,201331,2130479,50,10350,-100.0,5606
1949,A039840,디오,1530,45050,400,45700,45700,44850,45100,45050,32415,1464422,50,45050,400.0,463
1950,A039860,나노엔텍,1553,7780,-150,8000,8070,7750,7790,7780,272077,2139277,50,7780,-150.0,8202
1951,A039980,리노스,1554,1495,165,1330,1700,1325,1495,1490,19675105,30911927,50,1495,165.0,212061
1952,A040160,누리플렉스,1530,7900,0,7830,8010,7750,7910,7900,45663,358763,50,7900,0.0,533
1953,A040300,YTN,1551,3470,-95,3565,3585,3450,3490,3470,84655,294386,50,3470,-95.0,3055
1954,A040350,큐로컴,1530,1560,-15,1575,1605,1535,1560,1550,499154,779405,50,1560,-15.0,13133
1955,A040420,정상제이엘에스,1551,7320,20,7290,7380,7290,7330,7320,50307,367980,50,7320,20.0,891
1956,A040610,SG&G,1549,2600,-170,2735,2760,2595,2600,2595,439046,1162685,50,2600,-170.0,7357
1957,A040910,아이씨디,1556,13200,50,13150,13350,13050,13200,13150,46158,608673,50,13200,50.0,139
1958,A041020,폴라리스오피스,1557,2350,95,2245,2365,2245,2355,2350,626298,1449529,50,2350,95.0,18221
1959,A041140,넥슨지티,1558,10250,-200,10350,10650,10250,10350,10250,136036,1409607,50,10250,-200.0,3780
1960,A041190,우리기술투자,1558,7980,80,7990,8130,7830,7980,7970,1882806,15052746,50,7980,80.0,33674
1961,A041440,현대에버다임,1542,6170,-60,6130,6350,6110,6170,6160,38372,236308,50,6170,-60.0,213
1962,A041460,한국전자인증,1550,10150,0,10050,10250,9950,10150,10100,521211,5242222,50,10150,0.0,14480
1963,A041510,에스엠,1559,63400,-1500,64900,65000,63100,63400,63300,380107,24264777,50,63400,-1500.0,7089
1964,A041520,이라이콤,1551,8970,20,8950,8970,8720,8970,8940,58737,518820,50,8970,20.0,1098
1965,A041590,젬백스지오,1552,1000,5,993,1020,985,1000,999,469467,469000,50,1000,5.0,13927
1966,A041830,인바디,1559,27200,-400,27600,27950,26750,27300,27200,52925,1443721,50,27200,-400.0,550
1967,A041910,에스텍파마,1548,10900,-150,11200,11250,10800,10950,10900,79760,874654,50,10900,-150.0,1033
1968,A041920,메디아나,1556,13100,-1050,14600,14700,13100,13200,13100,1082157,14919811,50,13100,-1050.0,41927
1969,A041930,동아화성,1558,15800,50,16050,16300,15750,15850,15800,575374,9194558,50,15800,50.0,15146
1970,A041960,코미팜,1558,10150,-50,10150,10250,10000,10150,10100,246004,2481878,50,10150,-50.0,8080
1971,A042000,카페24,1559,31450,-750,32250,33700,31450,31550,31450,259414,8384798,50,31450,-750.0,7511
1972,A042040,케이피엠테크,1559,1595,145,1450,1725,1445,1600,1595,35442995,57734763,50,1595,145.0,152320
1973,A042110,에스씨디,1547,1985,10,1975,2010,1970,1990,1985,380358,755157,50,1985,10.0,4957
1974,A042370,비츠로테크,1559,12500,-150,12750,12850,12250,12550,12500,544237,6799474,50,12500,-150.0,6930
1975,A042420,네오위즈홀딩스,1549,26200,-400,27350,29500,25950,26300,26200,272363,7578556,50,26200,-400.0,1024
1976,A042500,링네트,1540,6430,90,6300,6480,6300,6430,6400,57007,364510,50,6430,90.0,1902
1977,A042510,라온시큐어,1558,4635,-115,4735,4825,4610,4640,4635,710596,3334151,50,4635,-115.0,18648
1978,A042520,한스바이오메드,1546,15700,200,15500,15800,15050,15700,15650,66907,1045293,50,15700,200.0,1980
1979,A042600,새로닉스,1558,24150,5550,20400,24150,19700,0,24150,8452077,187545494,50,24150,5550.0,1293
1980,A042940,상지카일룸,1557,1600,95,1520,1670,1495,1605,1600,9438039,15024992,50,1600,95.0,101756
1981,A043090,큐브앤컴퍼니,1548,2010,-120,2175,2225,2010,2010,2005,366305,763466,50,2010,-120.0,45465
1982,A043100,솔고바이오,1559,1130,-10,1145,1155,1110,1135,1130,1014830,1147385,50,1130,-10.0,12393
1983,A043150,바텍,1541,43050,-2700,45750,45750,43050,43200,43050,93957,4138667,50,43050,-2700.0,2935
1984,A043200,파루,1540,1120,5,1120,1135,1115,1125,1120,133486,149656,50,1120,5.0,476
1985,A043220,에이치엘비파워,1556,2055,-35,2090,2095,2050,2065,2055,1150824,2378345,50,2055,-35.0,17573
1986,A043260,성호전자,1541,1710,10,1715,1740,1670,1710,1705,450697,768719,50,1710,10.0,5290
1987,A043340,에쎈테크,1540,1190,-20,1230,1235,1160,1190,1185,456221,541369,50,1190,-20.0,26867
1988,A043360,디지아이,1530,3480,20,3460,3800,3460,3500,3480,81407,289304,50,3480,20.0,1167
1989,A043370,피에이치에이,1554,10100,-100,10200,10300,10050,10100,10050,44680,453521,50,10100,-100.0,2020
1990,A043590,크로바하이텍,0,2485,0,0,0,0,0,0,0,0,50,0,,0
1991,A043610,지니뮤직,1559,5580,-30,5570,5670,5560,5590,5580,112593,630985,50,5580,-30.0,1521
1992,A043650,국순당,1550,8730,20,8670,8900,8590,8740,8730,89277,775785,50,8730,20.0,774
1993,A043710,서울리거,1554,1180,-30,1205,1210,1125,1180,1175,302909,354199,50,1180,-30.0,5942
1994,A043910,자연과환경,1556,1925,-35,1960,1980,1900,1925,1920,1361122,2625743,50,1925,-35.0,18590
1995,A044060,조광ILI,1540,8110,20,8200,8430,8100,8120,8110,53391,441562,50,8110,20.0,309
1996,A044180,KD,1550,1965,10,1945,2000,1935,1970,1965,572965,1126017,50,1965,10.0,1762
1997,A044340,위닉스,1554,19900,50,19850,20050,19650,19950,19900,45053,894636,50,19900,50.0,662
1998,A044480,블루베리 NFT,1530,2465,70,2375,2500,2370,2465,2460,143553,361235,50,2465,70.0,2071
1999,A044490,태웅,0,12500,0,0,0,0,0,0,0,0,50,0,,0
2000,A044780,에이치케이,1551,2320,70,2230,2320,2225,2320,2295,256701,583930,50,2320,70.0,6802
2001,A044960,이글벳,1558,8490,-70,8590,8630,8430,8490,8480,194334,1654088,50,8490,-70.0,1433
2002,A045060,오공,1530,4480,5,4465,4550,4465,4485,4480,28576,128296,50,4480,5.0,128
2003,A045100,한양이엔지,1559,16150,-100,16350,16350,16000,16150,16100,82865,1339650,50,16150,-100.0,2080
2004,A045300,성우테크론,1559,5890,-180,6070,6170,5870,5900,5890,314447,1889421,50,5890,-180.0,5139
2005,A045340,토탈소프트,1549,12700,700,11950,12850,11950,12700,12650,179968,2239051,50,12700,700.0,3138
2006,A045390,대아티아이,1559,6550,540,6010,6800,5970,6550,6540,14427042,93942137,50,6550,540.0,164147
2007,A045510,정원엔시스,1552,2410,0,2390,2450,2385,2415,2410,116557,281265,50,2410,0.0,4940
2008,A045520,크린앤사이언스,1555,19000,50,19000,19250,18900,19000,18950,9718,184794,50,19000,50.0,32
2009,A045660,에이텍,1555,31800,1400,30700,31800,30350,31800,31750,140704,4397911,50,31800,1400.0,4916
2010,A045890,GV,0,240,0,0,0,0,0,0,0,0,50,0,,0
2011,A045970,코아시아,1555,8780,-30,8820,8980,8620,8780,8770,80780,711058,50,8780,-30.0,646
2012,A046070,코다코,1530,1205,0,1205,1225,1200,1205,1200,34130,41255,50,1205,0.0,1222
2013,A046110,한일네트웍스,1543,6030,20,6010,6100,5990,6030,6010,29383,176953,50,6030,20.0,705
2014,A046120,오르비텍,1549,6900,-30,6930,7020,6860,6900,6890,143258,990693,50,6900,-30.0,539
