,종목코드,종목명,시간,종가,대비,시가,고가,저가,매도호가,매수호가,거래량,거래대금,예상체결가 구분 플래그,예상체결가,예상체결가 전일대비,예상체결수량
525,A017550,수산중공업,1559,2850,40,2810,2875,2795,2850,2840,455630,128907,50,2850,40.0,12232
526,A017670,SK텔레콤,1558,308500,-1500,310500,312000,307500,309000,308500,177203,5483551,50,308500,-1500.0,10398
527,A017800,현대엘리베이,1558,48800,1650,47350,49600,46200,48800,48750,933496,4502199,50,48800,1650.0,13323
528,A017810,풀무원,1543,16750,50,16700,16850,16650,16750,16700,31910,53344,50,16750,50.0,286
529,A017900,광전자,1545,2775,140,2640,2805,2640,2775,2770,203660,55932,50,2775,140.0,1045
530,A017940,E1,1556,60300,-1200,61700,62600,59700,60400,60300,53318,322568,50,60300,-1200.0,587
531,A017960,한국카본,1553,11750,250,11550,11900,11550,11750,11700,563792,665634,50,11750,250.0,3629
532,A018250,애경산업,1555,23650,50,23500,23800,23500,23650,23600,22721,53701,50,23650,50.0,734
533,A018260,삼성에스디에스,1558,164000,-1500,165000,165500,163500,164500,164000,120277,1975465,50,164000,-1500.0,11834
534,A018470,조일알미늄,1559,3390,90,3300,3395,3275,3395,3390,4628195,1539815,50,3390,90.0,214394
535,A018500,동원금속,1530,1010,-5,1010,1025,1005,1015,1010,225029,22801,50,1010,-5.0,4700
536,A018670,SK가스,1557,162000,-5000,169000,169500,157500,162500,162000,104521,1683858,50,162000,-5000.0,1981
537,A018880,한온시스템,1540,16200,-100,16200,16300,16000,16200,16150,691647,1117491,50,16200,-100.0,30921
538,A019170,신풍제약,1559,64100,-800,65200,65300,63800,64200,64100,610483,3917270,50,64100,-800.0,23355
539,A019175,신풍제약우,1559,90000,-500,91200,91800,89000,90000,89900,12805,115685,50,90000,-500.0,79
540,A019180,티에이치엔,1540,3600,35,3560,3740,3550,3605,3600,230290,83174,50,3600,35.0,2961
541,A019440,세아특수강,1558,16850,-150,16900,17100,16750,16850,16800,14870,25137,50,16850,-150.0,723
542,A019490,하이트론,1540,4675,-55,4745,4940,4605,4700,4675,74416,35144,50,4675,-55.0,829
543,A019680,대교,1540,4545,-5,4515,4615,4500,4545,4540,117572,53426,50,4545,-5.0,4559
544,A019685,대교우B,1548,3755,-70,3830,3930,3730,3780,3755,248249,95198,50,3755,-70.0,402
545,A020000,한섬,1544,41650,1350,40650,42400,40650,41650,41600,161885,676385,50,41650,1350.0,3108
546,A020120,키다리스튜디오,1552,15400,500,15100,16000,15000,15450,15400,394474,608938,50,15400,500.0,3866
547,A020150,일진머티리얼즈,1558,86700,3100,84300,87400,82700,86700,86600,752646,6443828,50,86700,3100.0,13448
548,A020560,아시아나항공,1558,27800,-1350,29050,29200,27200,27850,27800,3555317,10018543,50,27800,-1350.0,51643
549,A020760,일진디스플,1557,4020,20,4000,4055,3990,4025,4020,58470,23475,50,4020,20.0,977
550,A021050,서원,1550,2550,-155,2705,2750,2545,2555,2550,1485044,389547,50,2550,-155.0,26555
551,A021240,코웨이,1559,76000,-1100,76800,77300,75500,76000,75900,175724,1337701,50,76000,-1100.0,10874
552,A021820,세원정공,0,8090,0,0,0,0,0,0,0,0,50,0,,0
553,A023000,삼원강재,1530,3370,-20,3385,3425,3335,3370,3365,40871,13786,50,3370,-20.0,739
554,A023150,MH에탄올,1550,13600,-700,14250,14400,13300,13600,13550,293555,404433,50,13600,-700.0,7767
555,A023350,한국종합기술,1555,8300,110,8150,8400,8110,8300,8250,51055,42010,50,8300,110.0,2308
556,A023450,동남합성,1530,70700,-100,71000,71000,70400,70700,70600,5338,37791,50,70700,-100.0,119
557,A023530,롯데쇼핑,1557,106000,0,106500,107000,105500,106000,105500,40389,428218,50,106000,0.0,3630
558,A023590,다우기술,1555,25500,-200,25800,25800,25450,25500,25450,49471,126356,50,25500,-200.0,913
559,A023800,인지컨트롤스,1554,14050,0,14250,14450,14050,14100,14050,61701,87660,50,14050,0.0,2477
560,A023810,인팩,1530,12700,150,12600,13050,12500,12750,12700,35796,45331,50,12700,150.0,995
561,A023960,에쓰씨엔지니어링,1530,4910,-60,4970,5150,4875,4910,4895,313021,155570,50,4910,-60.0,533
562,A024070,WISCOM,1558,4400,-105,4460,4460,4360,4400,4390,104380,45856,50,4400,-105.0,4453
563,A024090,디씨엠,1530,19150,200,18950,19150,18100,19150,19050,56133,105261,50,19150,200.0,5052
564,A024110,기업은행,1559,10150,50,10150,10250,10100,10200,10150,1585587,1613393,50,10150,50.0,91527
565,A024720,한국콜마홀딩스,1558,22700,-250,22850,23200,22600,22700,22650,55139,125676,50,22700,-250.0,1081
566,A024890,대원화성,1559,3415,25,3385,3505,3360,3420,3415,831743,284965,50,3415,25.0,13935
567,A024900,덕양산업,1530,3080,30,3035,3145,3035,3085,3080,102493,31749,50,3080,30.0,1558
568,A025000,KPX케미칼,1553,61900,300,61800,62700,61700,61900,61800,5185,32174,50,61900,300.0,242
569,A025530,SJM홀딩스,1553,3860,-100,3880,3910,3860,3885,3860,31354,12185,50,3860,-100.0,2267
570,A025540,한국단자,1559,77900,-1200,79100,79700,77900,78000,77900,21691,170038,50,77900,-1200.0,629
571,A025560,미래산업,1557,14250,350,13900,14300,13850,14250,14150,35121,49258,50,14250,350.0,537
572,A025620,제이준코스메틱,1540,1290,-5,1305,1320,1280,1290,1285,355640,45977,50,1290,-5.0,5210
573,A025750,한솔홈데코,1548,1880,5,1900,1935,1865,1880,1875,1059517,200620,50,1880,5.0,14097
574,A025820,이구산업,1552,4250,-255,4505,4545,4225,4250,4245,1145069,497997,50,4250,-255.0,22325
575,A025860,남해화학,1557,11000,750,10300,11250,10050,11000,10950,2168557,2336070,50,11000,750.0,33387
576,A025890,한국주강,1530,2530,-15,2525,2570,2485,2530,2525,60437,15246,50,2530,-15.0,4124
577,A026890,디피씨,1559,14550,350,14300,14550,14200,14550,14500,524500,752897,50,14550,350.0,15449
578,A026940,부국철강,1557,6580,-800,7320,7430,6540,6590,6580,7991743,5564624,50,6580,-800.0,164900
579,A026960,동서,1549,29500,50,29350,29550,29300,29500,29450,66125,194645,50,29500,50.0,1564
580,A027410,BGF,1559,6080,60,6050,6100,6030,6080,6070,108503,65907,50,6080,60.0,923
581,A027740,마니커,1550,463,-1,468,468,459,464,463,915494,42356,50,463,-1.0,5398
582,A027970,세하,1547,1860,0,1865,1875,1820,1865,1860,301264,55353,50,1860,0.0,18978
583,A028050,삼성엔지니어링,1559,26050,-1950,27850,28400,25600,26100,26050,6659140,17832979,50,26050,-1950.0,119798
584,A028100,동아지질,1552,19950,250,19800,20100,19350,19950,19900,85474,168563,50,19950,250.0,735
585,A028260,삼성물산,1558,128000,-2500,130000,130000,127500,128000,127500,292199,3747748,50,128000,-2500.0,17100
586,A02826K,삼성물산우B,1542,118000,-1000,119500,120500,117500,118000,117500,3666,43419,50,118000,-1000.0,233
587,A028670,팬오션,1559,7340,-120,7520,7530,7330,7350,7340,3323332,2457695,50,7340,-120.0,81090
588,A029460,케이씨,1546,22550,-250,22900,23000,22500,22550,22500,33789,76649,50,22550,-250.0,1014
589,A029530,신도리코,1553,31800,-100,31700,32100,31650,31850,31800,8741,27794,50,31800,-100.0,210
590,A029780,삼성카드,1540,33850,-50,33800,34050,33700,33850,33800,96229,325939,50,33850,-50.0,5326
591,A030000,제일기획,1540,22050,-400,22500,22650,22000,22100,22050,627895,1391940,50,22050,-400.0,23325
592,A030200,KT,1559,32450,-50,32600,32700,32350,32450,32400,552556,1794347,50,32450,-50.0,8378
593,A030210,KTB투자증권,1547,6770,20,6800,6920,6710,6770,6760,255639,173713,50,6770,20.0,2348
594,A030610,교보증권,1530,8430,10,8440,8500,8410,8440,8430,35781,30209,50,8430,10.0,1982
595,A030720,동원수산,1544,9750,150,9560,9760,9530,9750,9740,84597,81574,50,9750,150.0,1280
596,A030790,비케이탑스,1530,6700,-110,6830,7020,6700,6720,6700,161345,109988,50,6700,-110.0,4823
597,A031430,신세계인터내셔날,1559,196000,-2500,199000,201000,196000,196500,196000,18267,360790,50,196000,-2500.0,644
598,A031440,신세계푸드,1558,100000,2400,98500,102500,98400,100500,100000,17556,176467,50,100000,2400.0,342
599,A031820,콤텍시스템,1559,962,1,962,973,960,963,962,930759,89763,50,962,1.0,10770
600,A032350,롯데관광개발,1559,21000,-100,21400,21450,20650,21050,21000,711524,1491899,50,21000,-100.0,11546
601,A032560,황금에스티,1553,9750,-70,9840,10100,9520,9780,9750,193041,189942,50,9750,-70.0,4608
602,A032640,LG유플러스,1556,14800,50,14750,14800,14650,14800,14750,806374,1189091,50,14800,50.0,56387
603,A032830,삼성생명,1556,72400,600,72400,73300,72100,72400,72300,203196,1474419,50,72400,600.0,8027
604,A033180,KH 필룩스,1558,3505,-100,3630,3655,3485,3505,3500,2822933,1006623,50,3505,-100.0,33946
605,A033240,자화전자,1540,18900,150,18700,19050,18200,18900,18850,173382,320868,50,18900,150.0,1038
606,A033250,체시스,1543,1460,-10,1460,1500,1450,1460,1455,162408,23847,50,1460,-10.0,2184
607,A033270,유나이티드제약,1559,54400,-500,54900,55600,54100,54400,54300,195628,1072800,50,54400,-500.0,3300
608,A033530,세종공업,1554,11750,0,11800,12150,11600,11750,11700,1535704,1829312,50,11750,0.0,18017
609,A033780,KT&G,1556,81100,200,80900,81300,80700,81100,81000,195832,1587020,50,81100,200.0,8806
610,A033920,무학,1558,11100,-450,11550,11650,11100,11150,11100,197945,223880,50,11100,-450.0,9356
611,A034020,두산중공업,1559,20550,-550,21250,21300,20500,20550,20500,4238194,8777582,50,20550,-550.0,88080
612,A034120,SBS,1558,57000,300,57400,57500,55600,57000,56900,100920,570397,50,57000,300.0,6737
613,A034220,LG디스플레이,1559,18950,-450,19350,19400,18850,19000,18950,3647284,6950825,50,18950,-450.0,97465
614,A034300,신세계건설,1542,41700,850,40700,41700,40650,41750,41700,11443,47027,50,41700,850.0,312
615,A034310,NICE,1554,17950,-150,18150,18200,17850,17950,17900,22185,39853,50,17950,-150.0,2964
616,A034590,인천도시가스,1540,28600,-100,28700,28850,28200,28600,28500,5048,14405,50,28600,-100.0,128
617,A034730,SK,1559,269000,-2500,273500,273500,268000,269500,269000,156348,4218198,50,269000,-2500.0,4635
618,A03473K,SK우,1540,244500,-1000,247000,248500,244500,245500,244500,1787,44072,50,244500,-1000.0,11
619,A034830,한국토지신탁,1557,2650,105,2545,2660,2545,2650,2645,3818498,1003195,50,2650,105.0,95587
620,A035000,지투알,1553,6710,160,6510,6740,6510,6710,6700,39932,26473,50,6710,160.0,1362
621,A035150,백산,1554,8880,-70,8950,9270,8750,8880,8870,243913,218429,50,8880,-70.0,1113
622,A035250,강원랜드,1559,28150,-250,28500,28550,28100,28150,28100,489016,1381121,50,28150,-250.0,9954
623,A035420,NAVER,1559,405500,5500,398500,406000,398000,405500,405000,574341,23150750,50,405500,5500.0,35368
624,A035510,신세계 I&C,1558,236500,-2500,239000,243500,235500,236500,236000,16131,384767,50,236500,-2500.0,242
625,A035720,카카오,1559,119500,4500,116000,121000,116000,120000,119500,5327603,63477824,50,119500,4500.0,142616
626,A036420,제이콘텐트리,1557,46700,200,47000,47900,46550,46700,46650,167017,789733,50,46700,200.0,2412
627,A036460,한국가스공사,1559,40400,-1050,41350,41350,38550,40450,40400,1783504,7071091,50,40400,-1050.0,20205
628,A036530,SNT홀딩스,1540,18600,200,18450,18950,18350,18600,18500,11234,20858,50,18600,200.0,91
629,A036570,엔씨소프트,1559,596000,12000,584000,599000,584000,596000,595000,211003,12528401,50,596000,12000.0,6030
630,A036580,팜스코,1530,6200,10,6210,6260,6170,6200,6190,52256,32358,50,6200,10.0,1634
631,A037270,YG PLUS,1557,6700,-110,6820,6930,6640,6700,6690,829875,559104,50,6700,-110.0,6838
632,A037560,LG헬로비전,1554,7640,-10,7650,7730,7600,7640,7630,462171,353824,50,7640,-10.0,10901
633,A037710,광주신세계,1554,196000,4500,192000,198000,190000,196000,195500,6847,132093,50,196000,4500.0,206
634,A039130,하나투어,1557,90500,-400,91000,92000,89500,90500,90400,201617,1826509,50,90500,-400.0,2996
635,A039490,키움증권,1558,116500,-1000,117500,118000,116000,117000,116500,46001,537481,50,116500,-1000.0,1668
636,A039570,HDC아이콘트롤스,1540,12450,0,12300,12600,12300,12450,12400,14099,17548,50,12450,0.0,142
637,A041650,상신브레이크,1530,4150,5,4130,4225,4105,4150,4145,61277,25392,50,4150,5.0,1615
638,A042660,대우조선해양,1559,26750,-900,27800,27900,26600,26800,26750,427903,1156363,50,26750,-900.0,16969
639,A042670,두산인프라코어,1558,9770,-220,10000,10100,9770,9780,9770,1437030,1420109,50,9770,-220.0,51383
640,A042700,한미반도체,1557,32400,-50,32600,32800,32000,32400,32350,210924,681637,50,32400,-50.0,4278
641,A044380,주연테크,1558,1325,-125,1400,1435,1305,1330,1325,5922352,805363,50,1325,-125.0,62415
642,A044450,KSS해운,1547,11550,-350,11900,12000,11300,11550,11500,142592,165245,50,11550,-350.0,2359
643,A044820,코스맥스비티아이,1548,18900,450,18350,18900,18300,18900,18850,37793,70176,50,18900,450.0,1581
644,A047040,대우건설,1558,6980,-30,6990,7110,6930,6980,6970,1211019,845867,50,6980,-30.0,31192
645,A047050,포스코인터내셔널,1559,23500,-300,24200,24350,23300,23550,23500,1092860,2591801,50,23500,-300.0,42010
646,A047400,유니온머티리얼,1530,3130,-25,3130,3180,3100,3135,3130,157720,49417,50,3130,-25.0,3092
647,A047810,한국항공우주,1559,33150,300,33050,33600,32650,33150,33100,666456,2202127,50,33150,300.0,18325
648,A049770,동원F&B,1551,204000,500,203500,206000,201500,204000,203500,3366,68423,50,204000,500.0,349
649,A049800,우진플라임,1547,4820,120,4700,4870,4685,4820,4815,64438,30792,50,4820,120.0,762
650,A051600,한전KPS,1548,38250,-700,39000,39200,38200,38300,38250,115260,443917,50,38250,-700.0,1624
651,A051630,진양화학,1545,3930,-10,3850,3930,3850,3930,3920,72504,28154,50,3930,-10.0,2982
652,A051900,LG생활건강,1559,1339000,2000,1337000,1346000,1325000,1340000,1339000,34066,4551709,50,1339000,2000.0,1259
653,A051905,LG생활건강우,1554,659000,3000,656000,663000,652000,659000,658000,2369,155454,50,659000,3000.0,161
654,A051910,LG화학,1558,761000,1000,770000,770000,746000,761000,760000,399539,30279027,50,761000,1000.0,17470
655,A051915,LG화학우,1540,359000,4500,355500,359500,351000,359000,357000,17196,611724,50,359000,4500.0,1740
656,A052690,한전기술,1559,48750,-1450,50200,50400,48400,48750,48700,229507,1129761,50,48750,-1450.0,3602
657,A053210,스카이라이프,1557,10250,200,10100,10300,10000,10250,10150,99013,100367,50,10250,200.0,833
658,A053690,한미글로벌,1540,11000,-100,11200,11300,11000,11050,11000,43117,47903,50,11000,-100.0,4564
659,A055490,테이팩스,1542,76800,2300,74200,77900,74200,76800,76600,46293,353413,50,76800,2300.0,1028
660,A055550,신한지주,1558,39650,700,39150,39900,39050,39650,39600,1802862,7134123,50,39650,700.0,73554
661,A057050,현대홈쇼핑,1530,72400,0,72100,72800,72000,72400,72300,9884,71504,50,72400,0.0,216
662,A058430,포스코강판,1550,62300,200,62600,63300,62000,62400,62300,31741,198423,50,62300,200.0,573
663,A058650,세아홀딩스,1556,109000,-1500,110500,111000,108000,109000,108500,1958,21325,50,109000,-1500.0,84
664,A058730,다스코,1540,5640,-140,5740,5770,5530,5650,5640,94297,52833,50,5640,-140.0,5307
665,A058850,KTcs,1530,2740,20,2725,2770,2720,2745,2740,141494,38772,50,2740,20.0,2160
666,A058860,KTis,1530,2595,-20,2610,2630,2595,2610,2595,90233,23550,50,2595,-20.0,4206
667,A060980,한라홀딩스,1559,55200,-700,55500,56700,54800,55300,55200,149646,828509,50,55200,-700.0,3012
668,A063160,종근당바이오,1530,48100,-350,48450,48800,48100,48150,48100,14819,71553,50,48100,-350.0,687
669,A064350,현대로템,1559,24700,1000,24000,25200,23400,24700,24650,3605447,8805013,50,24700,1000.0,45008
670,A064960,SNT모티브,1541,52000,-600,52600,53300,52000,52200,52000,38091,199873,50,52000,-600.0,4399
671,A066570,LG전자,1559,139500,-1000,142000,142500,139000,139500,139000,865310,12096414,50,139500,-1000.0,30911
672,A066575,LG전자우,1540,68300,-300,69200,69200,68300,68500,68300,31042,212959,50,68300,-300.0,2307
673,A067830,세이브존I&C,1530,3300,-35,3330,3360,3285,3300,3290,22091,7306,50,3300,-35.0,373
674,A068270,셀트리온,1559,274500,-10000,285000,285500,274000,275000,274500,633897,17582744,50,274500,-10000.0,24709
675,A068290,삼성출판사,1551,37150,800,36350,38150,36300,37150,37100,140640,526128,50,37150,800.0,1283
676,A068400,SK렌터카,1548,12550,50,12550,12650,12350,12550,12500,69453,86483,50,12550,50.0,2491
677,A069260,휴켐스,1559,27750,-100,28250,29150,27450,27800,27750,1257203,3556005,50,27750,-100.0,18616
678,A069460,대호에이엘,1548,4050,140,3910,4150,3905,4055,4050,363469,146298,50,4050,140.0,7822
679,A069500,KODEX 200,1559,40965,-40,41200,41270,40910,40975,40965,6265872,25707764,50,40965,-40.0,110557
680,A069620,대웅제약,1558,151500,-1500,153000,155500,150500,151500,151000,37796,574803,50,151500,-1500.0,1253
681,A069640,한세엠케이,1530,5590,-80,5670,5780,5580,5650,5590,42381,23972,50,5590,-80.0,1579
682,A069660,KOSEF 200,1530,41060,-5,41145,41340,40985,41060,41030,1715,7055,50,41060,-5.0,15
683,A069730,DSR제강,1559,9330,-370,9450,9750,9210,9330,9320,554816,522125,50,9330,-370.0,14210
684,A069960,현대백화점,1559,82400,800,82400,84000,82000,82400,82300,122967,1018455,50,82400,800.0,3526
685,A070960,용평리조트,1558,5720,130,5610,5860,5570,5730,5720,635321,363843,50,5720,130.0,7989
686,A071050,한국금융지주,1558,87200,-300,88000,88200,87100,87300,87200,153375,1342043,50,87200,-300.0,9596
687,A071055,한국금융지주우,1541,67200,-200,68200,68200,67100,67300,67200,15266,102807,50,67200,-200.0,263
688,A071090,하이스틸,1551,3720,30,3685,3765,3675,3720,3715,255438,94675,50,3720,30.0,4569
689,A071320,지역난방공사,1530,41750,0,41750,42000,41700,41900,41750,6257,26187,50,41750,0.0,78
690,A071840,롯데하이마트,1552,30200,-150,30450,30450,30000,30200,30100,70555,212408,50,30200,-150.0,3501
691,A071950,코아스,1559,1310,30,1275,1375,1260,1330,1310,677704,89752,50,1310,30.0,49900
692,A071970,STX중공업,1558,5180,-110,5310,5370,5150,5180,5170,231539,121079,50,5180,-110.0,6205
693,A072130,유엔젤,1547,4880,10,4860,4980,4860,4890,4880,98049,48075,50,4880,10.0,2108
694,A072710,농심홀딩스,1551,75200,-200,75400,75500,74000,75300,75200,4150,31048,50,75200,-200.0,77
695,A073240,금호타이어,1556,5820,20,5800,5870,5710,5820,5810,337978,195401,50,5820,20.0,26883
696,A074610,이엔플러스,1530,3685,-25,3720,3820,3650,3695,3685,374014,138090,50,3685,-25.0,1014
697,A075180,새론오토모티브,1530,6050,10,6000,6090,6000,6050,6010,9295,5602,50,6050,10.0,188
698,A075580,세진중공업,1548,5920,-100,6020,6050,5880,5930,5920,219333,130289,50,5920,-100.0,982
699,A077500,유니퀘스트,1545,10600,100,10600,10850,10500,10600,10550,107679,114453,50,10600,100.0,1929
700,A077970,STX엔진,1556,10550,-50,10600,10850,10550,10600,10550,25703,27411,50,10550,-50.0,2407
701,A078000,텔코웨어,1530,11200,0,11200,11300,11150,11250,11200,6638,7430,50,11200,0.0,286
702,A078520,에이블씨엔씨,1559,7940,120,7820,8040,7810,7940,7920,44136,34957,50,7940,120.0,1008
703,A078930,GS,1557,43700,950,43050,43950,42800,43700,43650,357368,1557123,50,43700,950.0,5819
704,A078935,GS우,1555,37000,450,36600,37100,36600,37050,37000,10153,37431,50,37000,450.0,212
705,A079160,CJ CGV,1559,31300,-250,31700,32200,31050,31350,31300,384633,1210673,50,31300,-250.0,3890
706,A079430,현대리바트,1558,16900,-150,17100,17300,16850,16950,16900,57949,98397,50,16900,-150.0,4106
707,A079550,LIG넥스원,1558,52000,-200,52700,53100,51100,52000,51900,135268,703220,50,52000,-200.0,1656
708,A079980,휴비스,1558,10500,-250,10800,10850,10450,10550,10500,169570,179824,50,10500,-250.0,2789
709,A081000,일진다이아,1555,43000,-700,43600,44400,43000,43050,43000,110789,481505,50,43000,-700.0,2788
710,A081660,휠라홀딩스,1557,45900,-500,46350,46600,45800,45950,45900,354044,1629806,50,45900,-500.0,9967
711,A082640,동양생명,1547,6780,70,6710,6840,6700,6790,6780,298841,202289,50,6780,70.0,5190
712,A082740,HSD엔진,1553,7480,20,7500,7680,7420,7490,7480,236225,177361,50,7480,20.0,1553
713,A083420,그린케미칼,1530,10800,-50,10950,11050,10650,10850,10800,69763,75346,50,10800,-50.0,2328
714,A084010,대한제강,1558,22000,-150,22300,22800,21800,22050,22000,224839,498489,50,22000,-150.0,2855
715,A084670,동양고속,1530,22250,-150,22150,22400,22150,22250,22200,3240,7201,50,22250,-150.0,145
716,A084680,이월드,1555,2800,-55,2860,2905,2795,2805,2800,539873,153478,50,2800,-55.0,18356
717,A084690,대상홀딩스,1553,10500,0,10500,10600,10500,10550,10500,22989,24234,50,10500,0.0,4006
718,A084695,대상홀딩스우,1530,11750,-250,11950,12000,11700,11800,11750,2445,2882,50,11750,-250.0,250
719,A084870,TBH글로벌,1548,3195,110,3070,3240,3070,3195,3190,135435,42709,50,3195,110.0,2858
720,A085310,엔케이,1559,1155,20,1135,1170,1135,1155,1150,260229,30035,50,1155,20.0,2754
721,A085620,미래에셋생명,1551,4725,105,4615,4795,4605,4725,4715,128381,60835,50,4725,105.0,2836
722,A086280,현대글로비스,1557,176000,-1000,179000,179000,175000,176000,175500,78747,1388160,50,176000,-1000.0,3289
723,A086790,하나금융지주,1557,44850,550,44750,45450,44550,44900,44850,838738,3780461,50,44850,550.0,38764
724,A088260,이리츠코크렙,1530,5990,0,5970,5990,5960,5990,5980,59644,35690,50,5990,0.0,704
725,A088350,한화생명,1559,3390,85,3330,3420,3325,3390,3385,3470167,1174673,50,3390,85.0,59993
726,A088790,진도,1555,3765,-105,3855,3865,3765,3770,3765,64667,24566,50,3765,-105.0,4385
727,A088980,맥쿼리인프라,1558,12600,100,12550,12600,12550,12600,12550,519443,652970,50,12600,100.0,39873
728,A089470,HDC현대EP,1546,5890,-140,6100,6160,5890,5910,5890,297918,178299,50,5890,-140.0,6878
729,A089590,제주항공,1541,23900,-350,24400,24600,23850,23950,23900,142103,342108,50,23900,-350.0,1696
730,A089860,롯데렌탈,1557,42900,-950,44100,44150,42900,42950,42900,288019,1248757,50,42900,-950.0,6381
731,A090080,평화산업,1558,2350,175,2450,2580,2305,2350,2345,23609075,5803015,50,2350,175.0,120890
732,A090350,노루페인트,1530,10600,50,10650,10800,10600,10650,10600,52744,56220,50,10600,50.0,477
733,A090355,노루페인트우,1530,22250,-350,22550,22700,22250,22400,22250,4353,9778,50,22250,-350.0,278
734,A090370,메타랩스,1557,1095,-15,1110,1130,1095,1105,1095,258769,28490,50,1095,-15.0,4887
735,A090430,아모레퍼시픽,1556,184500,-5000,188500,189000,184000,184500,184000,243545,4522956,50,184500,-5000.0,15446
736,A090435,아모레퍼시픽우,1544,73300,-700,73200,73600,72600,73300,73200,14187,103629,50,73300,-700.0,60
737,A091090,세원이앤씨,1552,938,-9,950,1150,936,942,938,17510620,1795508,50,938,-9.0,115876
738,A091160,KODEX 반도체,1545,34480,-190,34815,34945,34410,34480,34475,81897,283459,50,34480,-190.0,1264
739,A091170,KODEX 은행,1556,7410,165,7340,7440,7325,7415,7410,1633646,1208011,50,7410,165.0,9779
740,A091180,KODEX 자동차,1559,21855,-220,22100,22145,21845,21855,21850,139976,306850,50,21855,-220.0,2183
741,A091220,TIGER 은행,1530,7760,155,7650,7790,7650,7760,7755,103469,80339,50,7760,155.0,114
742,A091230,TIGER 반도체,1540,35470,-215,35825,35875,35300,35470,35465,37850,134232,50,35470,-215.0,7563
743,A091810,티웨이항공,1554,4185,-110,4310,4345,4145,4185,4180,1800873,758453,50,4185,-110.0,14896
744,A092200,디아이씨,1559,5750,-170,5920,5970,5670,5760,5750,739704,425932,50,5750,-170.0,13667
745,A092220,KEC,1558,2230,70,2505,2550,2230,2235,2230,20444009,4935236,50,2230,70.0,184827
746,A092230,KPX홀딩스,1540,66500,-100,66200,66700,65800,66500,66200,2469,16338,50,66500,-100.0,52
747,A092440,기신정기,1551,4370,-60,4420,4475,4370,4375,4370,35632,15732,50,4370,-60.0,855
748,A092780,동양피스톤,1558,9080,-220,9300,9530,9020,9090,9080,734303,677131,50,9080,-220.0,16974
749,A093050,LF,1530,18300,100,18150,18500,18100,18300,18150,42071,76783,50,18300,100.0,855
750,A093230,이아이디,1554,415,3,413,420,412,416,415,13715027,569710,50,415,3.0,151543
751,A093240,형지엘리트,1554,3705,315,3460,3745,3395,3705,3700,2417637,873039,50,3705,315.0,31430
752,A093370,후성,1559,19400,200,19650,21150,19250,19450,19400,14428007,29280716,50,19400,200.0,126724
753,A094280,효성ITX,1530,20450,-50,20500,20850,20350,20500,20450,14275,29255,50,20450,-50.0,214
754,A094800,맵스리얼티1,1530,4745,15,4815,4845,4730,4745,4735,43547,20639,50,4745,15.0,708
755,A095570,AJ네트웍스,1530,5920,0,5970,5980,5830,5930,5920,269305,158259,50,5920,0.0,2719
756,A095720,웅진씽크빅,1558,3405,-55,3495,3500,3385,3405,3400,327546,112143,50,3405,-55.0,3720
757,A096300,베트남개발1,1541,238,2,235,245,234,238,237,664728,15970,50,238,2.0,245
758,A096760,JW홀딩스,1540,4005,-20,4010,4035,3975,4010,4005,48931,19563,50,4005,-20.0,985
759,A096770,SK이노베이션,1557,249000,3500,247000,252000,243000,249000,248500,398514,9878503,50,249000,3500.0,12516
760,A096775,SK이노베이션우,1547,152500,500,153500,155500,151500,153500,152500,5059,77807,50,152500,500.0,140
761,A097230,한진중공업,1559,9670,-50,9680,9910,9630,9670,9660,128297,124948,50,9670,-50.0,1851
762,A097520,엠씨넥스,1557,41950,-550,42550,42900,41900,42000,41950,97233,410993,50,41950,-550.0,3222
763,A097950,CJ제일제당,1550,430000,-2500,431500,433500,428000,430000,429500,19143,823227,50,430000,-2500.0,754
764,A097955,CJ제일제당 우,1530,201000,-500,201500,202500,200500,201000,200500,2066,41526,50,201000,-500.0,27
765,A098560,TIGER 방송통신,1530,10675,30,10560,10680,10560,10675,10630,5176,5510,50,10675,30.0,16
766,A099140,KODEX 차이나H,1549,18500,-10,18520,18980,18400,18500,18475,11714,21727,50,18500,-10.0,142
767,A100220,비상교육,1556,9040,-20,9000,9140,8800,9040,9030,79557,71139,50,9040,-20.0,2736
768,A100250,진양홀딩스,1530,3055,-5,3060,3105,3050,3075,3055,101775,31232,50,3055,-5.0,4361
769,A100840,SNT에너지,1546,20900,-450,21350,21450,20750,21000,20900,60387,127030,50,20900,-450.0,804
770,A100910,KOSEF KRX100,1530,6465,-10,6495,6505,6440,6465,6435,96,62,50,6465,-10.0,5
771,A101060,SBS미디어홀딩스,1540,2090,15,2090,2125,2070,2090,2085,299229,62522,50,2090,15.0,2133
772,A101140,인바이오젠,1559,4630,305,4390,4700,4365,4630,4625,4237461,1933279,50,4630,305.0,71120
773,A101280,KODEX 일본TOPIX1,1530,17790,-320,17660,17975,17605,17790,17760,1737,3075,50,17790,-320.0,8
774,A101530,해태제과식품,1556,8860,10,8850,8940,8700,8860,8850,20556,18058,50,8860,10.0,319
775,A102110,TIGER 200,1530,41000,-35,41160,41310,40950,41020,41000,730136,2998708,50,41000,-35.0,27863
776,A102260,동성케미컬,1553,5770,50,5750,5800,5740,5770,5740,38535,22184,50,5770,50.0,672
777,A102280,쌍방울,1559,701,0,705,720,701,702,701,3181192,224959,50,701,0.0,86117
